"Index","AvgRating","GameName","GameRank","GeekRating","ListPrice","NumVoters","RankCategory"
439,6.97,"Dream Home",819,6.581,21.97,3911,1
440,7.04,"Mottainai",820,6.581,24.99,2949,1
441,7.41,"Ticket to Ride: Rails & Sails",821,6.581,80,1865,1
442,7.27,"Unlock! Squeek & Sausage",822,6.58,9.06,1897,1
443,6.89,"New York 1901",823,6.58,59.99,4523,1
444,6.93,"Arkadia",824,6.578,44.99,3931,1
445,7.22,"Escape Room: The Game",826,6.576,39.99,2163,1
446,6.75,"Fairy Tale",829,6.575,19.99,7974,1
447,6.97,"A Touch of Evil: The Supernatural Game",830,6.573,59.95,4194,1
448,6.79,"The Werewolves of Miller's Hollow",831,6.57,12.99,8471,1
449,7.63,"Smash Up: It's Your Fault!",832,6.568,19.99,1369,1
450,7.74,"Whitehall Mystery",833,6.568,39.95,1171,1
451,6.81,"Cleopatra and the Society of Architects",836,6.566,49.95,5973,1
452,6.68,"Tsuro",837,6.566,29.99,19810,1
453,6.66,"Machi Koro",840,6.563,29.99,20979,1
454,7.26,"Skull King",841,6.562,14.99,2018,1
455,6.76,"Rise of Augustus",843,6.557,39.99,6852,1
456,7.9,"Liberty or Death: The American Insurrection",844,6.557,73.8,1039,1
457,7.04,"Hostage Negotiator",847,6.555,24.99,2909,1
458,8.28,"Mega Civilization",852,6.553,249.95,829,1
459,6.88,"Evo",853,6.553,49.99,4286,1
460,6.81,"Rattus",854,6.553,39.99,5265,1
461,7.35,"The Prodigals Club",855,6.552,38.79,1626,1
462,6.85,"Blokus Duo",856,6.552,14.99,4577,1
463,6.99,"Medieval Academy",857,6.549,39.99,2991,1
464,7.2,"Whistle Stop",859,6.547,59.95,2024,1
465,6.86,"Quarto",860,6.545,34.95,4778,1
466,7.64,"Plague Inc.: The Board Game",861,6.545,39.99,1863,1
467,6.73,"Elfenland",864,6.535,44.99,7375,1
468,7.2,"Sylvion",865,6.533,29.99,2040,1
469,6.86,"Wings of War: Famous Aces",866,6.531,34.95,4513,1
470,7.27,"New Angeles",867,6.529,59.95,1909,1
471,6.67,"Castle Panic",869,6.528,34.99,12604,1
472,7.03,"XenoShyft: Onslaught",872,6.527,46.47,2771,1
473,7.17,"Dead Men Tell No Tales",873,6.526,44.99,2212,1
474,7.59,"Thunderbirds",875,6.526,69.99,1394,1
475,7.12,"Nothing Personal",877,6.522,60,2098,1
476,7.43,"High Frontier",878,6.522,59.99,1460,1
477,6.97,"Amyitis",879,6.521,44.99,2781,1
478,6.93,"Cosmic Encounter",880,6.52,59.95,3756,1
479,6.85,"Starship Catan",883,6.52,36.99,4070,1
480,7.25,"Werewords",884,6.519,19.95,1776,1
481,7.04,"Merkator",885,6.519,70,2376,1
482,7.63,"Wallenstein (second edition)",886,6.519,79.99,1139,1
483,6.88,"Doom: The Boardgame",887,6.517,69.99,4870,1
484,7.24,"Ponzi Scheme",893,6.516,59.99,1768,1
485,6.78,"Say Anything",895,6.514,19.99,5111,1
486,7.18,"Royals",896,6.514,49.99,1923,1
487,7.19,"The Staufer Dynasty",897,6.513,59.99,1827,1
488,6.72,"Ubongo",898,6.512,39.99,6670,1
489,8.01,"Advanced Squad Leader: Starter Kit #3",899,6.511,36,916,1
490,7.16,"Herbaceous",900,6.51,24.99,2137,1
491,7.2,"Istanbul: The Dice Game",901,6.509,23.99,1865,1
492,6.92,"Le Havre: The Inland Port",902,6.509,39.99,2963,1
493,7.57,"Blackout: Hong Kong",903,6.509,69.99,1186,1
494,6.86,"The Magic Labyrinth",905,6.508,29.99,3900,1
495,7.27,"Lovecraft Letter",912,6.504,29.99,1712,1
496,7.11,"Villainous",914,6.502,39.99,2591,1
497,6.69,"Cartagena",915,6.501,31.99,7093,1
498,7.68,"Crusaders: Thy Will Be Done",917,6.501,59.95,1077,1
499,7.17,"Archaeology: The New Expedition",918,6.501,19.99,1948,1
500,7.63,"Stronghold (2nd edition)",920,6.498,42.18,1129,1
501,8.13,"Star Realms: Frontiers",923,6.497,19.8,829,1
502,6.6,"Saboteur",924,6.497,14.99,21026,1
503,6.85,"Bausack",925,6.496,74.99,3644,1
504,6.71,"Timeline: Inventions",927,6.496,14.99,6476,1
505,6.72,"Tides of Time",930,6.493,12,5656,1
506,6.94,"Gravwell: Escape from the 9th Dimension",931,6.493,28,2875,1
507,6.7,"Poker",933,6.492,16.99,8021,1
508,7.06,"Fallout",934,6.492,59.95,3288,1
509,6.84,"Dice City",937,6.489,39.99,3759,1
510,6.87,"Warrior Knights",938,6.489,59.95,3666,1
511,7.14,"Unlock! The Formula",940,6.486,14.99,1860,1
512,6.92,"The Little Prince: Make Me a Planet",941,6.485,24.99,2972,1
513,7.38,"Deep Space D-6",944,6.483,24.99,1502,1
514,6.93,"Escape from the Aliens in Outer Space",946,6.481,40,2881,1
515,7,"Pixel Tactics",947,6.481,14.99,2575,1
516,7.17,"Mü & More",948,6.481,29.95,1779,1
517,6.66,"Spot it!",950,6.479,12.99,9162,1
518,7.36,"Valley of the Kings: Afterlife",953,6.477,19.99,1407,1
519,6.73,"Ghost Blitz",955,6.477,17.99,5417,1
520,6.66,"TransAmerica",958,6.474,29.49,7267,1
521,7.34,"Wars of the Roses: Lancaster vs. York",959,6.474,69.99,1405,1
522,6.83,"Factory Fun",961,6.471,49.99,3326,1
523,7.26,"Fireball Island: The Curse of Vul-Kar",963,6.471,79.99,1924,1
524,7.29,"Medina (second edition)",964,6.471,59.99,1465,1
525,6.82,"Rune Age",967,6.47,29.99,3964,1
526,6.65,"Mascarade",969,6.469,24.99,7909,1
527,7.25,"The Captain Is Dead",970,6.469,49.99,1740,1
528,6.85,"D-Day Dice",972,6.467,39.95,3239,1
529,6.71,"Blue Moon",973,6.467,27.99,5268,1
530,7.31,"Sentient",974,6.467,55,1450,1
531,6.81,"Blokus 3D",975,6.467,24.99,3671,1
532,7.12,"Ticket to Ride: New York",979,6.465,19.99,1913,1
533,6.66,"Fearsome Floors",980,6.465,39.99,6900,1
534,6.84,"Power Grid: The First Sparks",981,6.465,44.99,3247,1
535,7.29,"Tiny Epic Zombies",983,6.464,24.94,1865,1
536,6.61,"Ca$h 'n Gun$",984,6.464,33.64,9357,1
537,7.45,"Galaxy Defenders",985,6.463,102.99,1371,1
538,6.82,"Kodama: The Tree Spirits",986,6.463,19.99,3727,1
539,6.97,"Star Wars: Epic Duels",988,6.462,49.99,2912,1
540,7.55,"Battle for Rokugan",989,6.461,39.95,1204,1
541,6.93,"Blokus Trigon",991,6.46,29.99,2695,1
542,7.08,"Coup: Rebellion G54",996,6.458,29.99,2055,1
543,7.49,"Legacy of Dragonholt",998,6.456,59.95,1292,1
544,6.86,"Traders of Osaka",999,6.456,29.99,2893,1
545,7.07,"Rise of Empires",1000,6.455,55,1941,1
546,6.89,"Happy Salmon",1001,6.455,14.99,2925,1
547,7.11,"Merlin",1003,6.455,59.99,1901,1
548,7.37,"DC Comics Deck-Building Game: Heroes Unite",1004,6.455,39.99,1470,1
549,7.51,"Dragonfire",1006,6.453,47.84,1482,1
550,6.88,"Ad Astra",1007,6.452,59.95,2746,1
551,7.35,"Dungeons & Dragons Dice Masters: Battle for Faerûn",1011,6.452,22.99,1365,1
552,6.94,"Call of Cthulhu: The Card Game",1013,6.451,39.95,2814,1
553,7.5,"Riverboat",1014,6.45,69.99,1118,1
554,7.56,"The Estates",1016,6.448,59.99,1055,1
555,7.61,"Empires of the Void II",1017,6.446,79.98,1058,1
556,6.87,"Havana",1018,6.446,44.99,2781,1
557,7.48,"Wildlands",1019,6.445,80,1244,1
558,6.78,"Timeline: Events",1021,6.444,14.99,3625,1
559,6.92,"Tides of Madness",1028,6.438,12,2526,1
560,6.72,"Manhattan",1029,6.438,39.99,4323,1
561,7.11,"Barony",1030,6.438,49.99,1896,2
562,6.8,"Lost Cities: The Board Game",1031,6.437,39.99,3317,2
563,6.81,"I'm the Boss!",1033,6.436,49.99,3307,2
564,7.63,"Battle Cry: 150th Civil War Anniversary Edition",1034,6.435,59.99,1049,2
565,7.13,"Exit: The Game – The Polar Station",1035,6.434,14.95,1636,2
566,7.48,"Axis & Allies Pacific 1940",1036,6.433,89.99,1426,2
567,7.17,"Exit: The Game – The Forgotten Island",1038,6.433,14.95,1542,2
568,6.82,"Timeline: Diversity",1040,6.432,14.99,3245,2
569,7.13,"Viral",1041,6.432,49.99,1710,2
570,7.54,"World in Flames",1042,6.432,149,1255,2
571,7.61,"Gentes",1045,6.429,59.95,976,2
572,7.85,"New Frontiers",1047,6.427,56.12,828,2
573,7.15,"Masmorra: Dungeons of Arcadia",1050,6.425,64.99,1922,2
574,6.86,"Krosmaster: Arena",1052,6.424,79.99,3137,2
575,6.93,"Empire Builder",1053,6.423,42,2697,2
576,6.61,"Eight-Minute Empire",1054,6.423,24.99,6581,2
577,6.54,"Guillotine",1055,6.423,14.99,17680,2
578,7.71,"The Hunters: German U-Boats at War, 1939-43",1056,6.423,48.43,998,2
579,7.05,"Sun Tzu",1062,6.419,39.99,1848,2
580,6.94,"Oceanos",1063,6.419,39.99,2282,2
581,6.72,"Junta",1065,6.419,39.99,5015,2
582,7.17,"Cat Lady",1067,6.418,24.99,1622,2
583,7.82,"Rum & Bones: Second Tide",1068,6.417,99.99,908,2
584,6.85,"Space Cadets: Dice Duel",1069,6.417,49.99,2757,2
585,6.68,"Quoridor",1071,6.416,34.99,5305,2
586,7.54,"Star Trek: Attack Wing",1072,6.416,41.22,1733,2
587,7.16,"Ghost Fightin' Treasure Hunters",1074,6.415,34.99,1647,2
588,6.85,"Gulo Gulo",1077,6.412,39.99,2682,2
589,6.9,"On the Underground",1079,6.41,39.99,2272,2
590,6.73,"Samurai Spirit",1080,6.41,29.99,3703,2
591,6.64,"Tiny Epic Kingdoms",1081,6.41,29.99,6112,2
592,6.74,"Revolution!",1086,6.407,39.99,3863,2
593,6.86,"Artifacts, Inc.",1087,6.407,24.99,2546,2
594,6.81,"The Rose King",1090,6.406,19.95,2795,2
595,7.53,"Duelosaur Island",1095,6.403,34.95,1055,2
596,7.22,"Ascension: Rise of Vigil",1096,6.401,39.99,1472,2
597,6.94,"The Great Heartland Hauling Co.",1101,6.4,19.99,2115,2
598,6.98,"Evo (second edition)",1102,6.399,49.99,1995,2
599,6.87,"Indigo",1103,6.399,35.99,2446,2
600,6.96,"Historia",1106,6.397,54.99,2072,2
601,6.92,"The Red Dragon Inn 2",1108,6.396,37.99,2513,2
602,7.25,"Legendary Encounters: A Firefly Deck Building Game",1110,6.395,59.99,1384,2
603,6.61,"Cockroach Poker",1111,6.395,11.99,5981,2
604,7.21,"Betrayal at Baldur's Gate",1114,6.393,49.79,1702,2
605,6.95,"Unearth",1116,6.39,34.95,2299,2
606,6.85,"Beasty Bar",1118,6.39,19.99,2528,2
607,6.58,"Pirate's Cove",1119,6.39,64.99,7613,2
608,7.35,"Thunderstone Advance: Numenera",1120,6.389,59.99,1176,2
609,8.4,"Unconditional Surrender! World War 2 in Europe",1122,6.389,70,628,2
610,6.8,"Smash Up: The Obligatory Cthulhu Set",1123,6.389,19.99,2983,2
611,6.52,"BANG!",1124,6.388,19.99,23206,2
612,7.47,"Duel of Ages II",1125,6.388,49.99,1120,2
613,7.62,"Pax Pamir",1126,6.388,34.99,919,2
614,7.19,"Warhammer: Diskwars",1127,6.388,39.99,1683,2
615,6.69,"Risk 2210 A.D.",1128,6.387,44.99,6304,2
616,6.95,"PitchCar Mini",1130,6.387,70.78,1925,2
617,7.45,"Lowlands",1131,6.386,69.99,1063,2
618,7.22,"Prêt-à-Porter",1132,6.385,64.99,1326,2
619,7.88,"Vindication",1136,6.383,79.99,852,2
620,6.51,"Scotland Yard",1138,6.382,39.99,12309,2
621,7.2,"New Bedford",1139,6.382,39.95,1432,2
622,7.59,"Shards of Infinity",1140,6.382,20,1047,2
623,7.76,"Warfighter: The Tactical Special Forces Card Game",1142,6.381,59.99,917,2
624,7.08,"Paper Tales",1143,6.381,44.95,1601,2
625,7.37,"Marvel Dice Masters: Age of Ultron",1144,6.38,15.99,1139,2
626,6.55,"Pickomino",1145,6.379,17.99,7759,2
627,7.01,"Founding Fathers",1151,6.376,47.94,1704,2
628,6.76,"The Bottle Imp",1154,6.373,19.95,2877,2
629,6.99,"Imagine",1156,6.37,17.99,1893,2
630,7,"La Boca",1157,6.37,39.99,1746,2
631,6.69,"Babel",1158,6.37,24.99,3554,2
632,7.6,"DOOM: The Board Game",1159,6.369,79.95,1085,2
633,7.84,"Thunderstone Advance: Worlds Collide",1162,6.369,49.99,757,2
634,6.7,"Axis & Allies",1163,6.369,44.99,5578,2
635,7.15,"Spyfall 2",1164,6.368,25,1405,2
636,7.6,"Kingsburg (Second Edition)",1166,6.368,59.99,899,2
637,6.76,"Timeline: Discoveries",1167,6.368,14.99,2994,2
638,6.55,"Mystery of the Abbey",1168,6.368,59.99,7307,2
639,6.81,"Beyond Balderdash",1171,6.367,24.99,2709,2
640,6.53,"Backgammon",1174,6.364,12.09,10249,2
641,6.54,"Jungle Speed",1175,6.363,14.99,9731,2
642,7.96,"RAF: The Battle of Britain 1940",1176,6.363,80,730,2
643,7.07,"Eurorails",1179,6.362,42,1669,2
644,7.04,"Show Manager",1182,6.36,49.95,1597,2
645,6.89,"Royal Palace",1184,6.359,39.99,1991,2
646,6.87,"Welcome Back to the Dungeon",1187,6.358,14.99,2203,2
647,6.97,"The Castles of Burgundy: The Dice Game",1191,6.354,14.99,1747,2
648,7.19,"Mangrovia",1194,6.35,39.99,1276,2
649,6.64,"Hare & Tortoise",1196,6.35,29.99,3969,2
650,7.3,"Blue Lagoon",1200,6.348,32.99,1113,2
651,6.51,"Niagara",1202,6.347,49.99,7306,2
652,6.77,"Timeline: Music & Cinema",1204,6.346,14.99,2626,2
653,6.84,"Favor of the Pharaoh",1205,6.346,59.99,2214,2
654,7.48,"Time's Up! Deluxe",1211,6.344,29.99,909,2
655,7.23,"Outfoxed!",1212,6.343,19.99,1262,2
656,7.15,"Love Letter: The Hobbit – The Battle of the Five Armies",1213,6.343,10.99,1430,2
657,6.94,"Seeland",1217,6.338,39.99,1720,2
658,6.99,"The Princes of Machu Picchu",1220,6.337,202,1585,2
659,7.13,"Kashgar: Merchants of the Silk Road",1222,6.336,39.99,1301,2
660,6.56,"The Great Dalmuti",1223,6.336,14.99,6163,2
661,6.82,"Hit Z Road",1224,6.335,39.99,2378,2
662,6.97,"Bloodborne: The Card Game",1225,6.335,34.99,2043,2
663,7.2,"Steam Time",1226,6.334,46.99,1207,2
664,7.87,"Camel Up (Second Edition)",1228,6.333,39.99,728,2
665,6.82,"New York Slice",1229,6.333,29.95,2182,2
666,7.37,"Treasure Island",1230,6.332,59.99,1082,2
667,7.61,"Teenage Mutant Ninja Turtles: Shadows of the Past",1232,6.331,89.99,983,2
668,8.54,"Star Wars: X-Wing (Second Edition)",1237,6.33,39.95,559,2
669,7.48,"Heroscape Master Set:  Battle for the Underdark",1238,6.329,44.99,970,2
670,7.05,"Horus Heresy (2010)",1241,6.328,99.95,1527,2
671,7.02,"Agents of SMERSH",1244,6.326,65,1495,2
672,6.98,"Beyond Baker Street",1245,6.326,34.99,1551,2
673,6.64,"World of Warcraft: The Boardgame",1246,6.326,89.95,4978,2
674,7.16,"Robo Rally",1247,6.326,39.99,1412,2
675,7.63,"Last Night on Earth: Timber Peak",1248,6.326,49.99,870,2
676,6.85,"Relic",1249,6.325,59.95,2642,2
677,6.8,"Compounded",1251,6.325,34.99,2267,2
678,6.73,"Tiny Epic Western",1254,6.324,25,3016,2
679,7.23,"Covert",1259,6.323,60,1165,2
680,7.59,"Fireteam Zero",1260,6.322,100,935,2
681,7.6,"Ascension: Realms Unraveled",1261,6.321,39.99,876,2
682,6.95,"Drum Roll",1262,6.32,48.99,1650,2
683,6.99,"Trambahn",1263,6.32,21,1549,2
684,6.58,"Tsuro of the Seas",1264,6.319,39.99,4832,2
685,6.57,"The Red Dragon Inn",1267,6.318,37.99,6138,2
686,7.14,"The King Is Dead",1270,6.317,24.95,1262,2
687,6.8,"Cthulhu Realms",1271,6.317,19.99,2401,2
688,7.1,"Confusion:  Espionage and Deception in the Cold War",1272,6.316,59.99,1274,2
689,6.77,"Sail to India",1273,6.316,19.99,2278,2
690,6.92,"Hermagor",1276,6.315,39.99,1731,2
691,7.54,"Smash Up: Cease and Desist",1280,6.314,24.99,892,2
692,6.57,"Cutthroat Caverns",1284,6.313,34.95,4532,2
693,6.66,"Elasund: The First City",1287,6.312,49,3100,2
694,7.51,"Castell",1289,6.311,60,840,2
695,6.77,"A Game of Thrones: Hand of the King",1291,6.308,12.95,2327,2
696,6.54,"Talisman (Revised 4th Edition)",1292,6.307,87.99,11457,2
697,6.85,"Pastiche",1293,6.307,59.99,1905,2
698,6.83,"Catan Histories: Settlers of America – Trails to Rails",1294,6.307,55,2035,2
699,7.13,"Star Trek Panic",1295,6.306,39.99,1334,2
700,6.48,"SET",1296,6.306,12.99,9399,2
701,6.94,"Wits & Wagers Family",1298,6.305,19.99,1588,2
702,7.03,"Tortuga 1667",1299,6.305,24.99,1649,2
703,6.93,"Wits & Wagers Party",1300,6.305,24.99,1668,2
704,6.71,"Marrakech",1301,6.305,29.99,2638,2
705,6.96,"Adventure Land",1303,6.304,39.99,1538,2
706,6.79,"The Hanging Gardens",1305,6.304,34.95,2087,2
707,6.82,"Hamsterrolle",1307,6.303,69.99,1901,2
708,6.77,"The Bridges of Shangri-La",1308,6.303,42.99,2192,2
709,6.99,"The Ark of the Covenant",1309,6.303,19.99,1459,2
710,7.21,"The Red Dragon Inn 3",1310,6.303,37.99,1313,2
711,6.93,"Zombie 15'",1312,6.302,79.99,1711,2
712,7.87,"Normandy '44",1313,6.302,55,690,2
713,7.59,"Fighting Formations: Grossdeutschland Motorized Infantry Division",1315,6.302,85,822,2
714,6.73,"My First Carcassonne",1317,6.301,34.95,2648,2
715,7.39,"One Deck Dungeon: Forest of Shadows",1318,6.301,20.99,989,2
716,7.19,"Calimala",1319,6.3,49,1126,2
717,6.54,"Wasabi!",1320,6.3,39.99,4592,2
718,7.14,"Wings of War: Burning Drachens",1321,6.3,34.95,1302,2
719,6.82,"Nyet!",1322,6.299,18.77,1896,2
720,7.8,"La Cosa Nostra",1323,6.298,28.95,732,2
721,7.72,"Field Commander: Napoleon",1324,6.298,99.99,743,2
722,7.2,"Agricola: Family Edition",1328,6.297,45,1177,2
723,6.69,"Good Cop Bad Cop",1329,6.297,19.99,2644,2
724,6.73,"City of Horror",1331,6.294,49.99,2647,2
725,8.02,"Res Arcana",1332,6.294,39.99,644,2
726,6.57,"Harbour",1334,6.292,19.95,3954,2
727,6.63,"Space Cadets",1335,6.292,59.99,3027,2
728,6.89,"20th Century",1336,6.292,59.99,1610,2
729,6.96,"Riff Raff",1338,6.291,69.99,1497,2
730,6.61,"Frank's Zoo",1339,6.291,11.95,3199,2
731,6.74,"Paris Connection",1341,6.291,62.99,2110,2
732,6.78,"Copycat",1342,6.29,49.99,1990,2
733,7.03,"Castellion",1347,6.288,24.99,1378,2
734,6.75,"Snake Oil",1348,6.287,19.99,2279,2
735,6.58,"Werewolf",1350,6.287,12.99,4098,2
736,6.7,"Samurai Sword",1356,6.285,19.99,2792,2
737,6.8,"Lotus",1358,6.284,25.93,2040,2
738,7.44,"1870: Railroading across the Trans Mississippi from 1870",1360,6.283,44.99,868,2
739,6.74,"Isla Dorada",1361,6.283,49.95,2277,2
740,6.64,"Alea Iacta Est",1366,6.28,34.99,2589,2
741,6.8,"Qin",1368,6.278,39.99,1877,2
742,6.7,"Dr. Eureka",1369,6.278,21.99,2355,2
743,6.65,"Mall of Horror",1370,6.278,44.99,2814,2
744,6.92,"Holmes: Sherlock & Mycroft",1372,6.276,24.99,1575,2
745,7.79,"Heroes of Terrinoth",1373,6.276,32.96,780,2
746,7.53,"Sails of Glory",1376,6.275,102.99,874,2
747,6.96,"Exit: The Game – The Forbidden Castle",1382,6.272,14.95,1357,2
748,6.61,"FITS",1384,6.272,35.99,2863,2
749,6.63,"Mafia de Cuba",1385,6.271,29.99,2852,2
750,7.16,"Flip Ships",1386,6.27,40,1092,2
751,6.91,"Samarkand: Routes to Riches",1387,6.27,62.99,1518,2
752,7.06,"Otys",1391,6.268,49.99,1227,2
753,7.23,"Coal Baron: The Great Card Game",1392,6.267,39.95,1006,2
754,6.57,"Android: Infiltration",1393,6.267,34.95,3394,2
755,6.92,"Conquest of Planet Earth: The Space Alien Game",1394,6.266,49.99,1519,2
756,6.76,"Urban Sprawl",1397,6.265,69.99,1878,2
757,6.72,"Oasis",1398,6.265,34.99,2113,2
758,7.38,"City of Iron: Second Edition",1400,6.263,54.99,869,2
759,6.88,"Wiz-War",1501,6.221,49.95,1575,2
760,6.92,"Safranito",1502,6.221,39.99,1296,2
761,7.2,"Cosmic Encounter",1505,6.22,59.95,946,2
762,6.83,"PÜNCT",1507,6.219,32.99,1509,2
763,6.79,"Pantheon",1508,6.219,39.99,1531,2
764,6.47,"Villa Paletti",1510,6.218,24.99,3789,2
765,7.01,"King's Forge",1511,6.218,50,1237,2
766,6.6,"Chicken Cha Cha Cha",1513,6.217,44.99,2506,2
767,8.09,"Yellow & Yangtze",1514,6.217,59.99,497,2
768,6.93,"Kings of Air and Steam",1517,6.215,59.99,1229,2
769,6.63,"Pente",1519,6.213,17,2542,2
770,7.5,"Menara",1523,6.212,47.99,714,2
771,7.3,"Thunder & Lightning",1524,6.212,34.99,819,2
772,7.11,"First Train to Nuremberg",1525,6.212,54.99,983,2
773,7.87,"Puzzle Strike Shadows",1527,6.211,49.99,579,2
774,6.77,"Basari",1534,6.207,17.99,1552,2
775,7.1,"Silverton",1535,6.205,45,991,2
776,6.87,"Olympus",1536,6.205,59.95,1312,2
777,6.62,"O Zoo le Mio",1538,6.205,35,2089,2
778,6.89,"Ancient Terrible Things",1539,6.205,49.14,1387,2
779,7.38,"Zulus on the Ramparts!",1542,6.203,39.99,789,2
780,7.91,"Colonial Twilight: The French-Algerian War, 1954-62",1543,6.203,75,545,2
781,7.08,"Timeline Challenge",1544,6.203,11.54,1014,2
782,6.36,"Gloom",1545,6.203,24.99,11882,2
783,6.8,"Sea of Clouds",1546,6.202,29.99,1588,2
784,6.74,"VivaJava: The Coffee Game: The Dice Game",1553,6.2,29.99,1628,2
785,6.88,"Tikal II: The Lost Temple",1556,6.2,59.99,1254,2
786,6.55,"Epic Card Game",1557,6.2,17.14,3630,2
787,7.27,"Thanos Rising: Avengers Infinity War",1559,6.199,49.95,967,2
788,7.37,"Dungeon Command: Heart of Cormyr",1561,6.199,39.99,820,2
789,6.91,"Happy Pigs",1563,6.198,34.99,1250,2
790,6.54,"Boomtown",1567,6.196,22.95,2541,2
791,6.9,"Conquest of Paradise",1568,6.195,57,1259,2
792,8.31,"The U.S. Civil War",1569,6.195,75,467,2
793,7.65,"LYNGK",1571,6.195,34.95,627,2
794,6.38,"Metro",1573,6.195,39.99,5213,2
795,8.38,"Concordia Venus",1575,6.195,79.95,402,2
796,6.42,"Age of War",1576,6.194,12.95,5121,2
797,6.45,"Friday the 13th",1578,6.193,16.99,3608,2
798,6.86,"Power Grid: The Card Game",1581,6.193,19.95,1308,2
799,6.65,"Relic Runners",1584,6.192,59.99,1967,2
800,7.42,"XenoShyft: Dreadmire",1585,6.192,59.99,768,2
801,6.88,"Jórvík",1586,6.191,59.95,1297,2
802,6.88,"Dimension",1587,6.19,49.99,1255,2
803,7.33,"Dungeon Command: Sting of Lolth",1588,6.19,39.99,851,2
804,6.89,"Isle of Trains",1589,6.19,11.99,1230,2
805,7.55,"Risk Europe",1590,6.187,29.99,793,2
806,7.03,"Fantastiqa",1591,6.187,69.99,1038,2
807,6.71,"Mundus Novus",1593,6.187,29.99,1627,2
808,6.67,"Catan: Junior",1594,6.186,30,2000,2
809,6.33,"Rummikub",1597,6.186,17.99,10335,2
810,6.43,"Balderdash",1599,6.185,24.99,4716,2
811,6.8,"Dragonwood",1600,6.185,14.99,1749,2
812,6.6,"The Settlers of the Stone Age",1602,6.184,49,2198,2
813,7.07,"Carcassonne: Wheel of Fortune",1604,6.184,29.99,1020,2
814,7.06,"Dice Settlers",1607,6.182,59.95,995,2
815,6.57,"GOSU",1613,6.18,29.99,2412,2
816,6.49,"Famiglia",1614,6.179,11.95,2778,2
817,6.28,"Scrabble",1620,6.177,16.99,22872,2
818,7.19,"Cytosis: A Cell Biology Board Game",1621,6.176,36.53,959,2
819,6.76,"Strike",1623,6.176,19.99,1522,2
820,6.87,"Star Wars Miniatures",1624,6.175,14.99,1496,2
821,6.35,"Bananagrams",1629,6.173,14.99,6812,2
822,6.75,"Prosperity",1630,6.173,49.99,1465,2
823,6.51,"Cathedral",1631,6.173,39.99,3000,2
824,7.25,"DC Comics Deck-Building Game: Forever Evil",1633,6.171,28.69,877,2
825,6.98,"Bob Ross: Art of Chill Game",1634,6.171,24.99,1174,2
826,6.53,"Masons",1636,6.17,39.99,2336,2
827,6.62,"Anomia",1638,6.169,15.99,2135,2
828,6.48,"River Dragons",1641,6.168,39.99,2937,2
829,6.41,"Sorry! Sliders",1647,6.167,29.77,3482,2
830,6.61,"Gang of Four",1651,6.164,19.99,2055,2
831,6.65,"The Battle for Hill 218",1653,6.163,9.95,1687,2
832,6.67,"Animals on Board",1654,6.162,24.95,1602,2
833,6.95,"Drop It",1655,6.162,29.95,1048,2
834,7.09,"Stop Thief!",1659,6.161,29.95,962,2
835,6.89,"Kokoro: Avenue of the Kodama",1668,6.16,19.99,1102,2
836,6.49,"Tempus",1669,6.16,49.95,2481,2
837,7.23,"Skat",1673,6.158,16.99,819,2
838,6.79,"One Night Ultimate Vampire",1674,6.158,24.99,1387,2
839,7.49,"Space Cadets: Away Missions",1677,6.155,99.99,655,2
840,6.49,"Cargo Noir",1679,6.155,49.99,2597,2
841,6.89,"Custom Heroes",1680,6.155,29.99,1164,2
842,7.37,"DreadBall: The Futuristic Sports Game",1681,6.155,79.99,776,2
843,8.1,"Star Wars: Legion",1682,6.154,89.95,562,2
844,6.79,"Catan: Portable Edition",1683,6.154,28,1395,2
845,6.72,"Merchants of Amsterdam",1684,6.154,39.99,1495,2
846,6.74,"Machi Koro: Bright Lights, Big City",1685,6.153,29.99,1611,2
847,7.68,"Quartermaster General: 1914",1686,6.153,59.95,549,2
848,6.86,"Heroes Wanted",1689,6.151,40.83,1392,2
849,7.08,"Legacy: Gears of Time",1690,6.151,49.99,897,2
850,8,"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",1692,6.151,50,446,2
851,8.04,"The World of SMOG: Rise of Moloch",1697,6.149,77,559,2
852,7.91,"Lignum (second edition)",1698,6.148,49.95,459,2
853,6.82,"Byzantium",1699,6.148,59.95,1168,2
854,7.34,"Hunt for the Ring",1702,6.147,41.97,720,2
855,8.09,"Frostgrave",1703,6.146,24.95,501,2
856,7.13,"Battlestations",1708,6.145,59.95,910,2
857,6.41,"Cave Troll",1709,6.143,34.95,3342,2
858,7.05,"Valletta",1713,6.143,24.85,866,2
859,7.49,"Dungeon Command: Curse of Undeath",1714,6.141,39.99,644,2
860,6.31,"Boss Monster: The Dungeon Building Card Game",1717,6.141,24.99,11260,2
861,6.92,"Queen's Architect",1721,6.139,59.99,1013,2
862,6.46,"Pandemic: Contagion",1726,6.137,29.99,2680,2
863,6.38,"Shear Panic",1727,6.137,30,3551,2
864,6.9,"VivaJava: The Coffee Game",1728,6.137,54.95,1008,2
865,6.69,"World of Warcraft Trading Card Game",1732,6.134,13.73,1775,2
866,7.24,"Xenon Profiteer",1735,6.134,29.99,706,2
867,7.14,"March of the Ants",1736,6.133,38.44,818,2
868,6.86,"Priests of Ra",1737,6.133,34.99,1101,2
